scene,det_id,cx,cy,bbox,area,score,rf,cnn,hsv,depth,clip,hsv_frac,lap_var
saffron14_jpg.rf.l4GowkGsFeNzifUXt56C.jpg,4,282,70,"(256, 59, 53, 22)",1166,0.7198,0.9606,0.4882,1.0,0.1268,0.4983,0.6498,126.7841
saffron14_jpg.rf.l4GowkGsFeNzifUXt56C.jpg,5,351,63,"(344, 56, 15, 15)",225,0.7295,0.9538,0.5236,1.0,0.124,0.4993,0.7257,123.9683
saffron14_jpg.rf.l4GowkGsFeNzifUXt56C.jpg,6,324,54,"(317, 51, 14, 7)",98,0.7641,0.9616,0.5244,1.0,0.4404,0.5029,0.5911,440.3855
saffron14_jpg.rf.l4GowkGsFeNzifUXt56C.jpg,7,387,48,"(381, 40, 13, 16)",208,0.5335,0.3916,0.4657,1.0,0.334,0.4996,0.5529,334.0041
saffron15_jpg.rf.mxbzEaamJI9Aq28h5fp4.jpg,1,198,33,"(174, 9, 49, 49)",2401,0.7226,0.9384,0.5184,1.0,0.1272,0.4924,0.3212,127.1598
saffron16_jpg.rf.TSyU4Sc5yJq45CpomvSH.jpg,1,46,452,"(43, 444, 7, 16)",112,0.554,0.5174,0.4799,1.0,0.0491,0.5057,0.5583,49.1295
saffron16_jpg.rf.TSyU4Sc5yJq45CpomvSH.jpg,2,93,306,"(85, 300, 16, 13)",208,0.5678,0.5308,0.4937,1.0,0.0919,0.5061,0.3343,91.8857
saffron16_jpg.rf.TSyU4Sc5yJq45CpomvSH.jpg,3,5,20,"(0, 10, 11, 21)",231,0.5741,0.5184,0.5352,1.0,0.0534,0.4996,0.4349,53.4453
saffron17_jpg.rf.P25VYFrYVvBpIi74VNXL.jpg,1,204,443,"(199, 426, 10, 35)",350,0.5228,0.5339,0.5386,0.6963,0.0814,0.5025,0.1393,81.4184
saffron17_jpg.rf.P25VYFrYVvBpIi74VNXL.jpg,2,348,389,"(324, 354, 49, 71)",3479,0.72,0.9512,0.5176,1.0,0.0598,0.5241,0.2362,59.8021
saffron17_jpg.rf.P25VYFrYVvBpIi74VNXL.jpg,3,224,360,"(219, 353, 11, 14)",154,0.5505,0.5549,0.5109,0.7358,0.3034,0.5206,0.1472,303.3586
saffron17_jpg.rf.P25VYFrYVvBpIi74VNXL.jpg,4,107,219,"(95, 205, 25, 28)",700,0.4946,0.2984,0.5038,1.0,0.1388,0.5241,0.5399,138.7763
saffron17_jpg.rf.P25VYFrYVvBpIi74VNXL.jpg,5,291,106,"(279, 55, 24, 102)",2448,0.4676,0.2841,0.4689,1.0,0.0403,0.5054,0.4939,40.2839
saffron18_jpg.rf.DGg2acg5jsmr024OJDvM.jpg,1,8,473,"(0, 468, 16, 11)",176,0.6761,0.9616,0.4842,0.6522,0.3963,0.5017,0.1304,396.2974
saffron18_jpg.rf.DGg2acg5jsmr024OJDvM.jpg,2,127,442,"(119, 437, 17, 11)",187,0.8065,0.9715,0.4768,1.0,0.9961,0.5026,0.2879,996.0916
saffron18_jpg.rf.DGg2acg5jsmr024OJDvM.jpg,3,371,402,"(352, 383, 39, 39)",1521,0.6402,0.5549,0.4999,1.0,0.7106,0.5093,0.3295,710.6082
saffron18_jpg.rf.DGg2acg5jsmr024OJDvM.jpg,4,490,342,"(483, 338, 14, 8)",112,0.5842,0.3134,0.4985,1.0,1.0,0.5064,0.6865,1191.6529
saffron1image.jpg,1,372,377,"(354, 362, 36, 31)",1116,0.5261,0.1445,0.5014,1.0,1.0,0.4866,0.345,2078.9511
saffron1image.jpg,2,353,262,"(334, 242, 38, 40)",1520,0.5527,0.3037,0.4787,0.8942,1.0,0.514,0.1788,1492.8875
saffron1image.jpg,3,385,217,"(374, 206, 23, 23)",529,0.6053,0.3876,0.4846,1.0,1.0,0.5346,0.3714,2434.0213
saffron20_jpg.rf.21q8zZzmVsJqqXu32meg.jpg,1,228,260,"(225, 253, 7, 14)",98,0.4822,0.2873,0.4824,1.0,0.1276,0.5049,0.8482,127.618
saffron20_jpg.rf.21q8zZzmVsJqqXu32meg.jpg,2,298,248,"(289, 235, 18, 27)",486,0.5737,0.3037,0.4782,1.0,1.0,0.5132,0.2239,1652.5176
saffron20_jpg.rf.21q8zZzmVsJqqXu32meg.jpg,3,302,76,"(293, 64, 19, 24)",456,0.5756,0.3037,0.4836,1.0,1.0,0.5081,0.3405,1997.1035
saffron20_jpg.rf.21q8zZzmVsJqqXu32meg.jpg,4,167,120,"(124, 36, 87, 168)",14616,0.4898,0.2894,0.49,1.0,0.17,0.517,0.5063,169.9622
saffron21_jpg.rf.2xGkhMZVAK7t2W17RA0U.jpg,1,471,502,"(464, 497, 14, 11)",154,0.6167,0.3804,0.5245,1.0,1.0,0.5226,0.4652,1875.3506
saffron21_jpg.rf.2xGkhMZVAK7t2W17RA0U.jpg,2,20,478,"(12, 473, 16, 10)",160,0.5708,0.3037,0.4699,1.0,1.0,0.5158,0.2679,1941.7218
saffron21_jpg.rf.2xGkhMZVAK7t2W17RA0U.jpg,3,210,477,"(203, 472, 15, 10)",150,0.6648,0.7146,0.5172,1.0,0.3369,0.5224,0.7761,336.8625
saffron21_jpg.rf.2xGkhMZVAK7t2W17RA0U.jpg,4,238,59,"(204, 28, 68, 63)",4284,0.5195,0.3804,0.4683,1.0,0.2248,0.5115,0.5068,224.7563
saffron22_jpg.rf.JjeT2eIKWRYhsvp45Wsx.jpg,1,275,504,"(268, 497, 15, 15)",225,0.674,0.7703,0.5452,1.0,0.1356,0.5184,0.97,135.613
saffron22_jpg.rf.JjeT2eIKWRYhsvp45Wsx.jpg,2,149,141,"(141, 124, 17, 35)",595,0.6879,0.6719,0.5042,1.0,0.7622,0.5091,0.5004,762.176
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,1,502,412,"(493, 404, 19, 17)",323,0.8112,1.0,0.4938,1.0,0.8836,0.5238,0.5876,883.6378
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,2,198,398,"(185, 392, 26, 12)",312,0.8057,1.0,0.4823,1.0,0.8688,0.5197,0.5132,868.8353
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,3,470,392,"(457, 378, 27, 28)",756,0.7965,1.0,0.4803,1.0,0.7834,0.5294,0.325,783.394
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,4,389,358,"(385, 354, 9, 9)",81,0.8261,1.0,0.5054,1.0,0.9922,0.5233,0.9841,992.2187
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,5,145,343,"(136, 339, 19, 8)",152,0.5369,1.0,0.531,0.0,0.0103,0.5031,0.0,10.2915
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,6,374,290,"(368, 286, 12, 9)",108,0.8291,1.0,0.5117,1.0,1.0,0.5196,0.6488,1389.9182
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,7,491,198,"(486, 192, 11, 12)",132,0.7832,0.9659,0.4767,1.0,0.7827,0.5212,0.4764,782.6854
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,8,258,193,"(253, 188, 11, 10)",110,0.6461,0.6537,0.4785,1.0,0.4983,0.5157,0.6838,498.2568
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,9,307,189,"(299, 182, 17, 15)",255,0.753,0.9544,0.4635,1.0,0.5672,0.5155,0.4508,567.2099
saffron24_jpg.rf.q70QXhT5VKpKBmdg47Wk.jpg,10,38,157,"(0, 111, 77, 92)",7084,0.5043,0.3087,0.4623,1.0,0.3451,0.513,0.6797,345.0609
saffron25_jpg.rf.uo5sS602nRzky6uU2pGT.jpg,1,202,429,"(197, 423, 11, 12)",132,0.571,0.3037,0.5089,0.933,1.0,0.5174,0.1866,1496.4806
saffron25_jpg.rf.uo5sS602nRzky6uU2pGT.jpg,2,183,391,"(176, 386, 15, 10)",150,0.6058,0.3868,0.487,1.0,1.0,0.5186,0.5051,5732.2004
saffron25_jpg.rf.uo5sS602nRzky6uU2pGT.jpg,3,406,369,"(401, 360, 11, 18)",198,0.5747,0.3037,0.4812,1.0,1.0,0.5227,0.2203,1681.936
saffron25_jpg.rf.uo5sS602nRzky6uU2pGT.jpg,4,372,370,"(362, 350, 21, 40)",840,0.5739,0.3037,0.479,1.0,1.0,0.5257,0.2622,2533.4999
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,1,445,219,"(440, 210, 11, 19)",209,0.7558,0.9606,0.4992,1.0,0.4485,0.5058,0.8205,448.5124
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,2,331,137,"(320, 126, 22, 23)",506,0.582,0.3816,0.52,1.0,0.664,0.51,0.6866,663.9906
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,3,457,102,"(448, 92, 19, 20)",380,0.7793,0.9606,0.5066,1.0,0.658,0.5033,0.9093,657.9685
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,4,300,82,"(286, 72, 29, 21)",609,0.7672,0.9715,0.5009,1.0,0.5187,0.5068,0.8603,518.7021
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,5,223,84,"(186, 66, 75, 37)",2775,0.7486,0.9656,0.4642,1.0,0.482,0.495,0.7251,481.9934
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,6,267,73,"(263, 65, 8, 16)",128,0.7359,0.8972,0.4958,1.0,0.4829,0.5024,0.8446,482.8896
saffron26_jpg.rf.lhjqsIWIniM4WCdWJ9xI.jpg,7,320,59,"(313, 46, 15, 26)",390,0.663,0.7352,0.4766,1.0,0.3887,0.5044,0.8577,388.7435
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,1,246,507,"(239, 503, 14, 9)",126,0.7178,0.9367,0.5285,1.0,0.0501,0.5081,0.641,50.1309
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,2,462,489,"(457, 484, 11, 10)",110,0.6213,0.5549,0.4901,1.0,0.5549,0.5022,0.2747,554.8668
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,3,14,474,"(0, 460, 29, 28)",812,0.5349,1.0,0.5044,0.0143,0.055,0.5162,0.0029,54.9605
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,4,55,435,"(49, 430, 13, 11)",143,0.5477,1.0,0.4973,0.0696,0.0968,0.5047,0.0139,96.8243
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,5,372,376,"(367, 369, 10, 14)",140,0.545,0.5549,0.4967,0.3846,1.0,0.5014,0.0769,1144.9278
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,6,240,356,"(219, 305, 42, 102)",4284,0.5092,0.3179,0.4752,1.0,0.3165,0.518,0.6491,316.5372
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,7,287,221,"(275, 211, 24, 21)",504,0.5424,0.3179,0.4846,1.0,0.6157,0.5114,0.4781,615.7313
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,8,499,149,"(490, 143, 19, 12)",228,0.7118,0.9018,0.4789,1.0,0.2854,0.5046,0.7054,285.4073
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,9,500,117,"(489, 107, 23, 21)",483,0.5114,0.3746,0.5001,1.0,0.0529,0.5058,0.7638,52.919
saffron27_jpg.rf.m4hQaEojuIkCtvqZ5LF3.jpg,10,143,39,"(134, 31, 18, 17)",306,0.5846,0.5485,0.5219,1.0,0.1,0.5091,0.4414,99.9987
saffron28_jpg.rf.FyLDFuVnPaBqWkOqRVRR.jpg,1,296,382,"(290, 378, 13, 8)",104,0.5776,0.3179,0.4753,1.0,1.0,0.5163,0.364,3051.7198
saffron28_jpg.rf.FyLDFuVnPaBqWkOqRVRR.jpg,2,249,294,"(246, 284, 7, 20)",140,0.597,0.535,0.5313,1.0,0.2382,0.5106,0.3553,238.2488
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,1,136,501,"(122, 491, 28, 21)",588,0.5511,0.3928,0.4779,1.0,0.4637,0.5255,0.462,463.7449
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,2,505,477,"(499, 456, 13, 42)",546,0.6662,0.7387,0.503,1.0,0.3159,0.5119,0.6569,315.9009
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,3,55,413,"(49, 408, 12, 10)",120,0.5242,0.3864,0.4807,1.0,0.2071,0.5082,0.4413,207.1483
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,4,4,391,"(0, 386, 9, 11)",99,0.513,0.3037,0.5023,1.0,0.3095,0.5046,0.2754,309.5242
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,5,21,364,"(17, 357, 9, 15)",135,0.5115,0.3037,0.4948,1.0,0.3203,0.5174,0.2275,320.2928
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,6,14,344,"(10, 338, 9, 12)",108,0.5184,0.3143,0.4785,1.0,0.4089,0.5146,0.2738,408.9431
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,7,501,140,"(490, 125, 22, 30)",660,0.6525,0.723,0.5183,1.0,0.1809,0.5191,0.9158,180.9392
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,8,10,138,"(0, 123, 21, 31)",651,0.6568,0.7274,0.5309,1.0,0.1639,0.5253,0.6882,163.9255
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,9,171,96,"(168, 88, 7, 16)",112,0.5168,0.3179,0.4997,1.0,0.3059,0.5173,0.3008,305.9174
saffron29_jpg.rf.P95RY5TeeBUpOxwQEnZG.jpg,10,29,4,"(24, 0, 10, 8)",80,0.6531,0.7084,0.5406,1.0,0.1599,0.5097,0.737,159.9457
saffron2_jpg.rf.1cjvm5wdT9hVWp1qWlEe.jpg,1,216,500,"(209, 489, 15, 23)",345,0.7103,0.9538,0.4991,1.0,0.0176,0.5001,0.3436,17.6216
saffron2_jpg.rf.1cjvm5wdT9hVWp1qWlEe.jpg,2,188,455,"(181, 451, 15, 9)",135,0.7127,0.9499,0.5109,1.0,0.0144,0.5027,0.4903,14.3519
saffron2_jpg.rf.1cjvm5wdT9hVWp1qWlEe.jpg,3,455,457,"(446, 448, 18, 18)",324,0.7089,0.9499,0.4998,1.0,0.0144,0.5001,0.33,14.4159
saffron2_jpg.rf.1cjvm5wdT9hVWp1qWlEe.jpg,4,25,100,"(0, 72, 51, 57)",2907,0.6236,0.6699,0.5285,1.0,0.0422,0.5086,0.6123,42.159
saffron2_jpg.rf.1cjvm5wdT9hVWp1qWlEe.jpg,5,326,33,"(310, 10, 32, 47)",1504,0.7342,0.9568,0.4935,1.0,0.2657,0.4955,0.2827,265.7476
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,1,346,502,"(336, 498, 21, 9)",189,0.6734,0.7284,0.4912,1.0,0.4656,0.5115,0.6818,465.6176
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,2,491,478,"(471, 473, 41, 11)",451,0.6564,0.6743,0.4757,1.0,0.539,0.5089,0.4616,539.0231
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,3,500,390,"(488, 378, 24, 25)",600,0.6568,0.6779,0.4893,1.0,0.483,0.5189,0.5748,483.0308
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,4,231,254,"(227, 246, 9, 16)",144,0.6295,0.6743,0.5077,1.0,0.158,0.5145,0.5459,157.9728
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,5,216,235,"(210, 227, 12, 16)",192,0.7192,0.7387,0.459,1.0,1.0,0.5074,0.6682,1217.9382
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,6,213,215,"(202, 207, 22, 16)",352,0.6674,0.6779,0.4519,1.0,0.7198,0.5186,0.6523,719.8011
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,7,500,206,"(489, 186, 23, 40)",920,0.5601,0.5289,0.4779,1.0,0.0774,0.5219,0.4867,77.378
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,8,490,95,"(482, 91, 16, 8)",128,0.5016,0.3664,0.4885,1.0,0.0236,0.5062,0.7232,23.5657
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,9,414,87,"(405, 78, 19, 19)",361,0.5553,0.5195,0.4795,1.0,0.0566,0.5099,0.5026,56.5747
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,10,120,82,"(111, 76, 18, 13)",234,0.5956,0.3179,0.5268,1.0,1.0,0.5183,0.364,1507.1972
saffron30_jpg.rf.BTl59XIIz6KpO4zKOSdk.jpg,11,38,24,"(33, 19, 10, 11)",110,0.4816,0.2879,0.5074,0.9684,0.0957,0.5085,0.1937,95.6626
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,1,381,267,"(369, 245, 25, 45)",1125,0.5591,0.3131,0.511,1.0,0.707,0.5067,0.5211,706.9536
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,2,454,230,"(446, 217, 17, 27)",459,0.4598,0.0271,0.538,1.0,0.6205,0.5022,0.4598,620.4815
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,3,244,208,"(229, 201, 30, 14)",420,0.5677,0.3037,0.5353,1.0,0.7405,0.5171,0.446,740.5302
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,4,67,233,"(31, 194, 73, 79)",5767,0.5507,0.3179,0.4854,1.0,0.6949,0.5209,0.6009,694.9381
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,5,488,225,"(464, 189, 48, 72)",3456,0.5422,0.3179,0.5118,1.0,0.5183,0.5109,0.6299,518.3295
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,6,405,194,"(397, 183, 17, 22)",374,0.5551,0.311,0.5516,1.0,0.5318,0.5072,0.5172,531.7648
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,7,360,193,"(336, 171, 48, 44)",2112,0.5216,0.3179,0.4931,1.0,0.3772,0.5105,0.581,377.2223
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,8,185,155,"(175, 136, 21, 38)",798,0.5114,0.3037,0.4735,1.0,0.3939,0.5152,0.5897,393.871
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,9,423,142,"(418, 133, 11, 19)",209,0.5147,0.2841,0.5546,1.0,0.2111,0.5106,0.2973,211.1146
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,10,293,139,"(279, 125, 29, 28)",812,0.5041,0.2985,0.5005,1.0,0.2443,0.5066,0.4994,244.3041
saffron31_jpg.rf.hpZ0CssKkODmwxVdXZqK.jpg,11,10,136,"(0, 115, 20, 43)",860,0.4938,0.2985,0.4888,1.0,0.1829,0.5118,0.4161,182.9143
saffron33_jpg.rf.q2DRVDkNGUcedCkgATxK.jpg,1,239,129,"(203, 67, 72, 125)",9000,0.4893,0.311,0.4457,1.0,0.2441,0.5296,0.7015,244.0866
saffron36_jpg.rf.I0Uydt3IzYCewDE2ZdyE.jpg,1,200,370,"(187, 360, 27, 20)",540,0.4914,0.1268,0.5003,1.0,0.7194,0.4988,0.4014,719.3936
saffron36_jpg.rf.I0Uydt3IzYCewDE2ZdyE.jpg,2,424,336,"(378, 304, 92, 65)",5980,0.4929,0.3054,0.4634,1.0,0.238,0.523,0.845,238.0127
saffron37_jpg.rf.wYXy3XiFJwGoX1fFTSYO.jpg,1,343,493,"(338, 487, 10, 13)",130,0.5022,0.2984,0.5542,1.0,0.0379,0.5057,1.0,37.949
saffron37_jpg.rf.wYXy3XiFJwGoX1fFTSYO.jpg,2,95,476,"(87, 473, 16, 7)",112,0.4917,0.2942,0.5229,1.0,0.0574,0.5046,1.0,57.4261
saffron37_jpg.rf.wYXy3XiFJwGoX1fFTSYO.jpg,3,68,475,"(58, 469, 20, 12)",240,0.4947,0.2918,0.538,1.0,0.0425,0.5061,1.0,42.4685
saffron37_jpg.rf.wYXy3XiFJwGoX1fFTSYO.jpg,4,15,282,"(0, 276, 31, 12)",372,0.5022,0.2934,0.5672,1.0,0.0103,0.5042,1.0,10.3029
saffron37_jpg.rf.wYXy3XiFJwGoX1fFTSYO.jpg,5,463,69,"(415, 20, 97, 99)",9603,0.4813,0.3011,0.4791,1.0,0.0821,0.5109,0.8948,82.126
saffron39_jpg.rf.Qh5z7QcVFF8oDL1KyTFO.jpg,1,198,494,"(159, 476, 79, 36)",2844,0.7083,0.9512,0.4824,1.0,0.0661,0.5224,0.6282,66.075
saffron39_jpg.rf.Qh5z7QcVFF8oDL1KyTFO.jpg,2,148,468,"(143, 453, 10, 31)",310,0.7223,0.9512,0.5084,1.0,0.1147,0.5235,0.8393,114.7048
saffron3_jpg.rf.SdVhMKHWCyqDN2ECsiu3.jpg,1,143,386,"(138, 380, 10, 13)",130,0.6988,0.6641,0.4753,1.0,1.0,0.5068,0.3582,2408.4152
saffron3_jpg.rf.SdVhMKHWCyqDN2ECsiu3.jpg,2,498,311,"(484, 298, 28, 26)",728,0.5161,0.3127,0.5386,1.0,0.1816,0.5151,0.3584,181.569
saffron3_jpg.rf.SdVhMKHWCyqDN2ECsiu3.jpg,3,494,269,"(489, 254, 11, 30)",330,0.4837,0.2985,0.4729,1.0,0.1367,0.5095,0.6636,136.6858
saffron3_jpg.rf.SdVhMKHWCyqDN2ECsiu3.jpg,4,168,158,"(152, 137, 32, 43)",1376,0.5044,0.3127,0.4776,1.0,0.2782,0.5156,0.7835,278.2077
saffron3_jpg.rf.SdVhMKHWCyqDN2ECsiu3.jpg,5,180,114,"(172, 107, 17, 14)",238,0.7304,0.9512,0.4972,1.0,0.2348,0.5097,0.7387,234.7986
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,1,67,373,"(59, 364, 17, 18)",306,0.568,0.3179,0.4478,1.0,1.0,0.5153,0.3218,1329.2594
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,2,72,323,"(62, 317, 21, 12)",252,0.5519,0.3078,0.4933,1.0,0.7149,0.5143,0.2891,714.8886
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,3,108,112,"(97, 104, 23, 17)",391,0.463,0.0271,0.4979,1.0,0.7923,0.503,0.465,792.2622
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,4,202,88,"(177, 68, 50, 40)",2000,0.4873,0.0271,0.5079,1.0,1.0,0.5046,0.3018,1496.1845
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,5,282,84,"(262, 60, 40, 49)",1960,0.5837,0.3037,0.5068,1.0,1.0,0.5065,0.3966,1783.8588
saffron40_jpg.rf.PAqw20vTDQj2hGAsDJcL.jpg,6,288,31,"(283, 19, 11, 25)",275,0.4868,0.0271,0.5064,1.0,1.0,0.49,0.3807,1137.4037
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,1,132,457,"(121, 451, 23, 12)",276,0.6387,0.5485,0.5036,1.0,0.7043,0.5042,0.3167,704.2922
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,2,321,447,"(308, 438, 27, 19)",513,0.5532,0.3179,0.5121,1.0,0.6267,0.5174,0.8602,626.6632
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,3,341,429,"(334, 424, 15, 10)",150,0.5839,0.3179,0.5066,1.0,0.9529,0.5087,0.6397,952.9266
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,4,187,425,"(178, 415, 19, 21)",399,0.5286,0.3179,0.5197,1.0,0.3539,0.5217,0.7576,353.91
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,5,316,411,"(300, 397, 33, 29)",957,0.5666,0.3179,0.506,1.0,0.7827,0.516,0.7355,782.6563
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,6,153,406,"(112, 364, 82, 85)",6970,0.5319,0.3179,0.4719,1.0,0.5551,0.5192,0.6903,555.1241
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,7,196,323,"(178, 310, 37, 27)",999,0.4733,0.0271,0.4869,1.0,0.9338,0.5054,0.686,933.7702
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,8,390,266,"(358, 247, 64, 38)",2432,0.5316,0.3179,0.491,1.0,0.4848,0.5129,0.7547,484.8006
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,9,421,253,"(403, 246, 36, 15)",540,0.5891,0.3179,0.5103,1.0,0.9926,0.5143,0.7701,992.6044
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,10,273,211,"(269, 203, 9, 17)",153,0.4841,0.0271,0.4988,1.0,1.0,0.503,0.7849,1210.1013
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,11,106,186,"(83, 160, 47, 52)",2444,0.5089,0.2985,0.4957,1.0,0.3096,0.5067,0.6679,309.5593
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,12,378,122,"(353, 107, 51, 31)",1581,0.6247,0.5538,0.4874,1.0,0.6033,0.5151,0.433,603.3317
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,13,25,111,"(14, 105, 22, 12)",264,0.7523,0.9627,0.4925,1.0,0.4302,0.5109,0.3272,430.2096
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,14,99,98,"(90, 94, 19, 8)",152,0.6541,0.5473,0.5082,1.0,0.8463,0.4964,0.3177,846.2714
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,15,14,58,"(0, 38, 29, 40)",1160,0.7017,0.9423,0.5121,0.9176,0.0915,0.5048,0.1835,91.5373
saffron42_jpg.rf.iJN6ermJ8K7SORBbe6cy.jpg,16,19,4,"(12, 0, 14, 9)",126,0.7393,0.9423,0.5606,1.0,0.1328,0.5017,0.2615,132.8176
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,1,30,477,"(14, 468, 33, 19)",627,0.5983,0.9512,0.5159,0.0932,0.6615,0.5121,0.0186,661.524
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,2,355,444,"(348, 437, 15, 15)",225,0.5425,1.0,0.5357,0.0,0.0496,0.5005,0.0,49.5522
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,3,216,397,"(205, 383, 23, 28)",644,0.5097,0.3127,0.4679,1.0,0.3654,0.5062,0.6471,365.4193
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,4,211,341,"(172, 304, 79, 74)",5846,0.526,0.3131,0.488,1.0,0.4567,0.5184,0.7967,456.7491
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,5,506,306,"(501, 300, 11, 12)",132,0.7373,0.9538,0.5242,1.0,0.1995,0.4962,0.4142,199.4624
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,6,120,314,"(96, 296, 48, 37)",1776,0.5831,0.3179,0.4908,1.0,1.0,0.5125,0.5895,1052.5802
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,7,232,295,"(223, 290, 19, 11)",209,0.5524,0.3077,0.4703,1.0,0.8005,0.5089,0.7812,800.5231
saffron43_jpg.rf.SIpEGc8ksZOxstGeny8q.jpg,8,488,295,"(481, 289, 15, 13)",195,0.7409,0.9684,0.5079,1.0,0.2421,0.5083,0.3941,242.1078
